"","Cell_line","Histology","TCGA_classification","CCLE_Name","Broad_ID"
"1203","SUM102PT","breast","BRCA","SUM102PT_BREAST","ACH-001388"
"1204","SUM1315MO2","breast","BRCA","SUM1315MO2_BREAST","ACH-001389"
"1205","SUM149PT","breast","BRCA","SUM149PT_BREAST","ACH-001390"
"1206","SUM159PT","breast","BRCA","SUM159PT_BREAST","ACH-001391"
"1207","SUM185PE","breast","BRCA","SUM185PE_BREAST","ACH-001392"
"1208","SUM190PT","breast","BRCA","SUM190PT_BREAST","ACH-001393"
"1209","SUM229PE","breast","BRCA","SUM229PE_BREAST","ACH-001394"
"1210","SUM44PE","breast","BRCA","SUM44PE_BREAST","ACH-001395"
"1211","SUM52PE","breast","BRCA","SUM52PE_BREAST","ACH-001396"
"1212","SUM225CWN","breast","BRCA","SUM225CWN_BREAST","ACH-001397"
"1213","SW156","kidney","KIRC","SW156_KIDNEY","ACH-001398"
"1214","SW626","large_intestine","COADREAD","SW626_LARGE_INTESTINE","ACH-001399"
"1215","SW954","cervix","CESC","SW954_CERVIX","ACH-001400"
"1216","SW13","adrenal_cortex","ACC","SW13_ADRENAL_CORTEX","ACH-001401"
"1217","SW756","cervix","CESC","SW756_CERVIX","ACH-001402"
"1218","TO14","ovary","OV","TO14_OVARY","ACH-001403"
"1219","UMUC13","urinary_tract","BLCA","UMUC13_URINARY_TRACT","ACH-001407"
"1220","UMUC14","urinary_tract","BLCA","UMUC14_URINARY_TRACT","ACH-001408"
"1221","UMUC16","urinary_tract","BLCA","UMUC16_URINARY_TRACT","ACH-001409"
"1222","UMUC4","urinary_tract","BLCA","UMUC4_URINARY_TRACT","ACH-001410"
"1223","UMUC5","urinary_tract","BLCA","UMUC5_URINARY_TRACT","ACH-001411"
"1224","UMUC10","urinary_tract","BLCA","UMUC10_URINARY_TRACT","ACH-001412"
"1225","UMUC11","urinary_tract","BLCA","UMUC11_URINARY_TRACT","ACH-001413"
"1226","UMUC6","urinary_tract","BLCA","UMUC6_URINARY_TRACT","ACH-001414"
"1227","UMUC7","urinary_tract","BLCA","UMUC7_URINARY_TRACT","ACH-001415"
"1228","UMUC9","urinary_tract","BLCA","UMUC9_URINARY_TRACT","ACH-001416"
"1229","UMC11","lung",NA,"UMC11_LUNG","ACH-001417"
"1230","UWB1289","ovary","OV","UWB1289_OVARY","ACH-001418"
"1231","CCLFPEDS0004T","soft_tissue","SARC","CCLFPEDS0004T_SOFT_TISSUE","ACH-001425"
"1232","TC138","bone","SARC","TC138_BONE","ACH-001430"
"1233","TC205","bone","SARC","TC205_BONE","ACH-001431"
"1234","CCLFPEDS0008T","soft_tissue","SARC","CCLFPEDS0008T_SOFT_TISSUE","ACH-001433"
"1235","921","uvea","UVM","921_UVEA","ACH-001441"
"1236","A388","skin","CESC","A388_SKIN","ACH-001442"
"1237","ASH3","thyroid","THCA","ASH3_THYROID","ACH-001443"
"1238","BLUE1","haematopoietic_and_lymphoid_tissue","DLBC","BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001450"
"1239","BONNA12","haematopoietic_and_lymphoid_tissue",NA,"BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001452"
"1240","BPH1","prostate","PRAD","BPH1_PROSTATE","ACH-001453"
"1241","C10","large_intestine","COADREAD","C10_LARGE_INTESTINE","ACH-001454"
"1242","C125PM","large_intestine","COADREAD","C125PM_LARGE_INTESTINE","ACH-001456"
"1243","C75","large_intestine","COADREAD","C75_LARGE_INTESTINE","ACH-001458"
"1244","C80","large_intestine","COADREAD","C80_LARGE_INTESTINE","ACH-001459"
"1245","C84","large_intestine","COADREAD","C84_LARGE_INTESTINE","ACH-001460"
"1246","C99","large_intestine","COADREAD","C99_LARGE_INTESTINE","ACH-001461"
"1247","CORL32","lung","SCLC","CORL32_LUNG","ACH-001489"
"1248","CORL321","lung",NA,"CORL321_LUNG","ACH-001490"
"1249","EGI1","biliary_tract","CHOL","EGI1_BILIARY_TRACT","ACH-001494"
"1250","ESO26","oesophagus","ESCA","ESO26_OESOPHAGUS","ACH-001496"
"1251","ESO51","oesophagus","ESCA","ESO51_OESOPHAGUS","ACH-001497"
"1252","FARAGE","haematopoietic_and_lymphoid_tissue","DLBC","FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001498"
"1253","FLO1","oesophagus","ESCA","FLO1_OESOPHAGUS","ACH-001500"
"1254","HCC1008","breast","BRCA","HCC1008_BREAST","ACH-001514"
"1255","HEC1","endometrium","UCEC","HEC1_ENDOMETRIUM","ACH-001517"
"1256","HEMCSS","bone","SARC","HEMCSS_BONE","ACH-001519"
"1257","HKA1","skin","HNSC","HKA1_SKIN","ACH-001521"
"1258","HMY1","skin","SKCM","HMY1_SKIN","ACH-001522"
"1259","HSC1","skin",NA,"HSC1_SKIN","ACH-001523"
"1260","HSC5","skin",NA,"HSC5_SKIN","ACH-001524"
"1261","HT3","cervix","CESC","HT3_CERVIX","ACH-001525"
"1262","HUO9","bone","SARC","HUO9_BONE","ACH-001526"
"1263","IHH4","thyroid","THCA","IHH4_THYROID","ACH-001528"
"1264","JAR","placenta","UCEC","JAR_PLACENTA","ACH-001529"
"1265","JEG3","placenta","UCEC","JEG3_PLACENTA","ACH-001530"
"1266","JMURTK2","soft_tissue","SARC","JMURTK2_SOFT_TISSUE","ACH-001532"
"1267","KKU100","biliary_tract","CHOL","KKU100_BILIARY_TRACT","ACH-001536"
"1268","KKU213","biliary_tract","CHOL","KKU213_BILIARY_TRACT","ACH-001538"
"1269","KMLS1","soft_tissue","SARC","KMLS1_SOFT_TISSUE","ACH-001540"
"1270","KON","upper_aerodigestive_tract","HNSC","KON_UPPER_AERODIGESTIVE_TRACT","ACH-001542"
"1271","KYAE1","oesophagus","ESCA","KYAE1_OESOPHAGUS","ACH-001544"
"1272","LIM1215","large_intestine","COADREAD","LIM1215_LARGE_INTESTINE","ACH-001546"
"1273","LU135","lung","SCLC","LU135_LUNG","ACH-001549"
"1274","MCC13","skin",NA,"MCC13_SKIN","ACH-001550"
"1275","MCC142","skin",NA,"MCC142_SKIN","ACH-001551"
"1276","MCC26","skin",NA,"MCC26_SKIN","ACH-001552"
"1277","MEL202","uvea","UVM","MEL202_UVEA","ACH-001554"
"1278","MERO14","pleura","MESO","MERO14_PLEURA","ACH-001555"
"1279","MERO25","pleura","MESO","MERO25_PLEURA","ACH-001556"
"1280","MERO41","pleura","MESO","MERO41_PLEURA","ACH-001557"
"1281","MERO48A","pleura","MESO","MERO48A_PLEURA","ACH-001558"
"1282","MERO82","pleura","MESO","MERO82_PLEURA","ACH-001559"
"1283","MERO83","pleura","MESO","MERO83_PLEURA","ACH-001560"
"1284","MERO84","pleura","MESO","MERO84_PLEURA","ACH-001561"
"1285","MERO95","pleura","MESO","MERO95_PLEURA","ACH-001562"
"1286","MM127","skin","SKCM","MM127_SKIN","ACH-001563"
"1287","MM370","skin","SKCM","MM370_SKIN","ACH-001566"
"1288","MM383","skin","SKCM","MM383_SKIN","ACH-001567"
"1289","MM386","skin","SKCM","MM386_SKIN","ACH-001568"
"1290","MM415","skin","SKCM","MM415_SKIN","ACH-001569"
"1291","MM426","skin","SKCM","MM426_SKIN","ACH-001570"
"1292","NCCIT","testis","TGCT","NCCIT_TESTIS","ACH-001578"
"1293","NCIH1417","lung","SCLC","NCIH1417_LUNG","ACH-001591"
"1294","NCIH64","lung","SCLC","NCIH64_LUNG","ACH-001599"
"1295","NH12","autonomic_ganglia","NB","NH12_AUTONOMIC_GANGLIA","ACH-001603"
"1296","NO10","central_nervous_system","GBMLGG","NO10_CENTRAL_NERVOUS_SYSTEM","ACH-001605"
"1297","NO11","central_nervous_system","GBMLGG","NO11_CENTRAL_NERVOUS_SYSTEM","ACH-001606"
"1298","NOZ","liver",NA,"NOZ_LIVER","ACH-001607"
"1299","NP5","central_nervous_system","GBMLGG","NP5_CENTRAL_NERVOUS_SYSTEM","ACH-001610"
"1300","NP8","central_nervous_system","GBMLGG","NP8_CENTRAL_NERVOUS_SYSTEM","ACH-001611"
"1301","OCILY7","haematopoietic_and_lymphoid_tissue","DLBC","OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001617"
"1302","ONDA9","central_nervous_system","GBMLGG","ONDA9_CENTRAL_NERVOUS_SYSTEM","ACH-001624"
"1303","OSC19","upper_aerodigestive_tract","HNSC","OSC19_UPPER_AERODIGESTIVE_TRACT","ACH-001625"
"1304","OSC20","upper_aerodigestive_tract","HNSC","OSC20_UPPER_AERODIGESTIVE_TRACT","ACH-001626"
"1305","PEA1","ovary","OV","PEA1_OVARY","ACH-001628"
"1306","PEO1","ovary","OV","PEO1_OVARY","ACH-001630"
"1307","RCK8","haematopoietic_and_lymphoid_tissue","DLBC","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001638"
"1308","ROS50","haematopoietic_and_lymphoid_tissue",NA,"ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001639"
"1309","SAT","upper_aerodigestive_tract","HNSC","SAT_UPPER_AERODIGESTIVE_TRACT","ACH-001641"
"1310","SCC3","haematopoietic_and_lymphoid_tissue","DLBC","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001642"
"1311","SEKI","skin","SKCM","SEKI_SKIN","ACH-001645"
"1312","SISO","cervix","CESC","SISO_CERVIX","ACH-001650"
"1313","SKGT2","stomach","STAD","SKGT2_STOMACH","ACH-001653"
"1314","SKGT4","oesophagus","ESCA","SKGT4_OESOPHAGUS","ACH-001654"
"1315","SKN","endometrium","UCEC","SKN_ENDOMETRIUM","ACH-001655"
"1316","SKNO1","haematopoietic_and_lymphoid_tissue","LAML","SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001656"
"1317","SR","haematopoietic_and_lymphoid_tissue",NA,"SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001665"
"1318","TASK1","central_nervous_system","MB","TASK1_CENTRAL_NERVOUS_SYSTEM","ACH-001670"
"1319","TFK1","biliary_tract","CHOL","TFK1_BILIARY_TRACT","ACH-001673"
"1320","TGW","autonomic_ganglia","NB","TGW_AUTONOMIC_GANGLIA","ACH-001674"
"1321","U2904","haematopoietic_and_lymphoid_tissue","DLBC","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001677"
"1322","U698M","haematopoietic_and_lymphoid_tissue","DLBC","U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001680"
"1323","VAESBJ","soft_tissue","SARC","VAESBJ_SOFT_TISSUE","ACH-001702"
"1324","VAL","haematopoietic_and_lymphoid_tissue","DLBC","VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001703"
"1325","VMRCMELG","skin","SKCM","VMRCMELG_SKIN","ACH-001704"
"1326","WSUNHL","haematopoietic_and_lymphoid_tissue","DLBC","WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001709"
"1327","PFSK1","central_nervous_system","MB","PFSK1_CENTRAL_NERVOUS_SYSTEM","ACH-001711"
"1328","CAL72","bone","SARC","CAL72_BONE","ACH-001715"
"1329","GOTO","autonomic_ganglia","NB","GOTO_AUTONOMIC_GANGLIA","ACH-001716"
"1330","SEMK2","haematopoietic_and_lymphoid_tissue",NA,"SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001735"
"1331","HB1119","haematopoietic_and_lymphoid_tissue",NA,"HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001736"
"1332","HSB2","haematopoietic_and_lymphoid_tissue","ALL","HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001737"
"1333","CCRFCEM","haematopoietic_and_lymphoid_tissue","ALL","CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001738"
"1334","RH28","soft_tissue","SARC","RH28_SOFT_TISSUE","ACH-001740"
"1335","RMS13","soft_tissue","SARC","RMS13_SOFT_TISSUE","ACH-001741"
"1336","RC2","soft_tissue","SARC","RC2_SOFT_TISSUE","ACH-001743"
"1337","RHJT","soft_tissue","SARC","RHJT_SOFT_TISSUE","ACH-001745"
"1338","TTC442","soft_tissue","SARC","TTC442_SOFT_TISSUE","ACH-001750"
"1339","RH36","soft_tissue","SARC","RH36_SOFT_TISSUE","ACH-001751"
"1340","RH4","soft_tissue","SARC","RH4_SOFT_TISSUE","ACH-001765"
"1341","CCLFPEDS0018T","soft_tissue",NA,"CCLFPEDS0018T_SOFT_TISSUE","ACH-001767"
"1342","RH18DM","soft_tissue","SARC","RH18DM_SOFT_TISSUE","ACH-001790"
"1343","OS252","bone","SARC","OS252_BONE","ACH-001814"
"1344","MFM223","breast","BRCA","MFM223_BREAST","ACH-001819"
"1345","COLO824","breast","BRCA","COLO824_BREAST","ACH-001820"
"1346","184B5","breast",NA,"184B5_BREAST","ACH-001827"
"1347","ICC2","biliary_tract","CHOL","ICC2_BILIARY_TRACT","ACH-001842"
"1348","TGBC1TKB","biliary_tract",NA,"TGBC1TKB_BILIARY_TRACT","ACH-001861"
"1349","MUGCHOR1","bone","SARC","MUGCHOR1_BONE","ACH-001956"
"1350","UMCHOR1","bone","SARC","UMCHOR1_BONE","ACH-001957"
"1351","MS1","lung","SCLC","MS1_LUNG","ACH-001958"
"1352","MEL285","uvea","UVM","MEL285_UVEA","ACH-002015"
"1353","OMM1","uvea","UVM","OMM1_UVEA","ACH-002017"
"1354","SKGIIIA","cervix","CESC","SKGIIIA_CERVIX","ACH-002020"
"1355","SAS","upper_aerodigestive_tract","HNSC","SAS_UPPER_AERODIGESTIVE_TRACT","ACH-002029"
"1356","HMVII","skin","SKCM","HMVII_SKIN","ACH-002040"
"1357","CA922","upper_aerodigestive_tract","HNSC","CA922_UPPER_AERODIGESTIVE_TRACT","ACH-002043"
"1358","HO1U1","upper_aerodigestive_tract","HNSC","HO1U1_UPPER_AERODIGESTIVE_TRACT","ACH-002045"
"1359","LU134A","lung","SCLC","LU134A_LUNG","ACH-002051"
"1360","LU139","lung","SCLC","LU139_LUNG","ACH-002052"
"1361","ATN1","haematopoietic_and_lymphoid_tissue","ALL","ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002058"
"1362","P30OHK","haematopoietic_and_lymphoid_tissue","ALL","P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002059"
"1363","SLVL","haematopoietic_and_lymphoid_tissue","DLBC","SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002062"
"1364","NOS1","bone","SARC","NOS1_BONE","ACH-002067"
"1365","LU165","lung","SCLC","LU165_LUNG","ACH-002077"
"1366","NB69","autonomic_ganglia","NB","NB69_AUTONOMIC_GANGLIA","ACH-002083"
"1367","HSSYII","lung","SARC","HSSYII_LUNG","ACH-002085"
"1368","201T","lung","LUAD","201T_LUNG","ACH-002089"
"1369","BB65RCC","kidney","KIRC","BB65RCC_KIDNEY","ACH-002090"
"1370","CAL39","vulva","CESC","CAL39_VULVA","ACH-002091"
"1371","CHSA0011","bone","SARC","CHSA0011_BONE","ACH-002092"
"1372","CHSA0108","bone","SARC","CHSA0108_BONE","ACH-002093"
"1373","CHSA8926","bone","SARC","CHSA8926_BONE","ACH-002094"
"1374","CORL303","lung","SCLC","CORL303_LUNG","ACH-002095"
"1375","CP50MELB","skin","SKCM","CP50MELB_SKIN","ACH-002096"
"1376","CP66MEL","skin","SKCM","CP66MEL_SKIN","ACH-002097"
"1377","CP67MEL","skin","SKCM","CP67MEL_SKIN","ACH-002098"
"1378","CS1","bone","SARC","CS1_BONE","ACH-002099"
"1379","DJM1","skin",NA,"DJM1_SKIN","ACH-002100"
"1380","EMCBAC1","lung","LUAD","EMCBAC1_LUNG","ACH-002101"
"1381","EMCBAC2","lung","LUAD","EMCBAC2_LUNG","ACH-002102"
"1382","ES1","bone","SARC","ES1_BONE","ACH-002103"
"1383","ES3","bone","SARC","ES3_BONE","ACH-002104"
"1384","ES4","bone","SARC","ES4_BONE","ACH-002105"
"1385","ES5","bone","SARC","ES5_BONE","ACH-002106"
"1386","ES6","bone","SARC","ES6_BONE","ACH-002107"
"1387","ES7","bone","SARC","ES7_BONE","ACH-002108"
"1388","ES8","bone","SARC","ES8_BONE","ACH-002109"
"1389","EW1","bone","SARC","EW1_BONE","ACH-002110"
"1390","EW11","bone","SARC","EW11_BONE","ACH-002111"
"1391","EW12","bone","SARC","EW12_BONE","ACH-002112"
"1392","EW13","bone","SARC","EW13_BONE","ACH-002113"
"1393","EW16","bone","SARC","EW16_BONE","ACH-002114"
"1394","EW18","bone","SARC","EW18_BONE","ACH-002115"
"1395","EW22","bone","SARC","EW22_BONE","ACH-002116"
"1396","EW24","bone","SARC","EW24_BONE","ACH-002117"
"1397","EW3","bone","SARC","EW3_BONE","ACH-002118"
"1398","EW7","bone","SARC","EW7_BONE","ACH-002119"
"1399","GAK","skin","SKCM","GAK_SKIN","ACH-002120"
"1400","GMEL","skin","SKCM","GMEL_SKIN","ACH-002121"
"1401","GT3TKB","stomach","LUSC","GT3TKB_STOMACH","ACH-002122"
"1402","H2369","pleura","MESO","H2369_PLEURA","ACH-002123"
"1403","NCIH2373","pleura","MESO","NCIH2373_PLEURA","ACH-002124"
"1404","NCIH2461","pleura","MESO","NCIH2461_PLEURA","ACH-002125"
"1405","NCIH2591","pleura","MESO","NCIH2591_PLEURA","ACH-002126"
"1406","NCIH2595","pleura","MESO","NCIH2595_PLEURA","ACH-002127"
"1407","NCIH2722","pleura","MESO","NCIH2722_PLEURA","ACH-002128"
"1408","NCIH2731","pleura","MESO","NCIH2731_PLEURA","ACH-002129"
"1409","NCIH2795","pleura","MESO","NCIH2795_PLEURA","ACH-002130"
"1410","NCIH2803","pleura","MESO","NCIH2803_PLEURA","ACH-002131"
"1411","NCIH2804","pleura","MESO","NCIH2804_PLEURA","ACH-002132"
"1412","NCIH2810","pleura","MESO","NCIH2810_PLEURA","ACH-002133"
"1413","NCIH2818","pleura","MESO","NCIH2818_PLEURA","ACH-002134"
"1414","NCIH2869","pleura","MESO","NCIH2869_PLEURA","ACH-002135"
"1415","H290","pleura","MESO","H290_PLEURA","ACH-002136"
"1416","H513","lung","MESO","H513_LUNG","ACH-002138"
"1417","HA7RCC","kidney","KIRC","HA7RCC_KIDNEY","ACH-002139"
"1418","HEY","ovary","OV","HEY_OVARY","ACH-002140"
"1419","HSC39","stomach","STAD","HSC39_STOMACH","ACH-002141"
"1420","HUO3N1","bone","SARC","HUO3N1_BONE","ACH-002142"
"1421","ISTMEL1","skin","SKCM","ISTMEL1_SKIN","ACH-002143"
"1422","ISTSL1","lung","SCLC","ISTSL1_LUNG","ACH-002144"
"1423","ISTSL2","lung","SCLC","ISTSL2_LUNG","ACH-002145"
"1424","JHOS3","ovary","OV","JHOS3_OVARY","ACH-002146"
"1425","K2","skin","SKCM","K2_SKIN","ACH-002147"
"1426","K5","thyroid","THCA","K5_THYROID","ACH-002148"
"1427","KGN","ovary","OV","KGN_OVARY","ACH-002149"
"1428","LB1047RCC","kidney","KIRC","LB1047RCC_KIDNEY","ACH-002150"
"1429","LB2241RCC","kidney","KIRC","LB2241RCC_KIDNEY","ACH-002151"
"1430","LB2518MEL","skin","SKCM","LB2518MEL_SKIN","ACH-002152"
"1431","LB373MELD","skin","SKCM","LB373MELD_SKIN","ACH-002153"
"1432","LB647SCLC","lung","SCLC","LB647SCLC_LUNG","ACH-002154"
"1433","LB996RCC","kidney","KIRC","LB996RCC_KIDNEY","ACH-002155"
"1434","LC1SQ","lung","LUSC","LC1SQ_LUNG","ACH-002156"
"1435","LC2AD","lung","LUAD","LC2AD_LUNG","ACH-002157"
"1436","LU99A","lung",NA,"LU99A_LUNG","ACH-002158"
"1437","M14","skin","SKCM","M14_SKIN","ACH-002159"
"1438","MCIXC","bone","NB","MCIXC_BONE","ACH-002160"
"1439","MKN28","stomach","STAD","MKN28_STOMACH","ACH-002161"
"1440","MMACSF","skin","SKCM","MMACSF_SKIN","ACH-002162"
"1441","MRKNU1","breast","BRCA","MRKNU1_BREAST","ACH-002163"
"1442","MZ1PC","pancreas","PAAD","MZ1PC_PANCREAS","ACH-002164"
"1443","MZ2MEL","skin","SKCM","MZ2MEL_SKIN","ACH-002165"
"1444","MZ7MEL","skin","SKCM","MZ7MEL_SKIN","ACH-002166"
"1445","NCC010","kidney","KIRC","NCC010_KIDNEY","ACH-002167"
"1446","NCC021","kidney","KIRC","NCC021_KIDNEY","ACH-002168"
"1447","NCIH1304","lung","SCLC","NCIH1304_LUNG","ACH-002169"
"1448","NCIH1688","lung","SCLC","NCIH1688_LUNG","ACH-002170"
"1449","NCIH250","lung","SCLC","NCIH250_LUNG","ACH-002171"
"1450","NCIH322M","lung","LUAD","NCIH322M_LUNG","ACH-002172"
"1451","NCIH378","lung","SCLC","NCIH378_LUNG","ACH-002173"
"1452","NCIH720","lung",NA,"NCIH720_LUNG","ACH-002174"
"1453","NCIH740","lung","SCLC","NCIH740_LUNG","ACH-002175"
"1454","NCIH748","lung","SCLC","NCIH748_LUNG","ACH-002176"
"1455","NCIH835","lung",NA,"NCIH835_LUNG","ACH-002177"
"1456","NY","bone","SARC","NY_BONE","ACH-002178"
"1457","OCUBM","breast","BRCA","OCUBM_BREAST","ACH-002179"
"1458","OMC1","cervix","CESC","OMC1_CERVIX","ACH-002180"
"1459","OVCA420","ovary","OV","OVCA420_OVARY","ACH-002181"
"1460","OVCA433","ovary","OV","OVCA433_OVARY","ACH-002182"
"1461","OVMIU","ovary","OV","OVMIU_OVARY","ACH-002183"
"1462","PC3JPC3","lung","LUAD","PC3JPC3_LUNG","ACH-002184"
"1463","PL18","pancreas","PAAD","PL18_PANCREAS","ACH-002185"
"1464","PL4","pancreas","PAAD","PL4_PANCREAS","ACH-002186"
"1465","RCCAB","kidney","KIRC","RCCAB_KIDNEY","ACH-002187"
"1466","RCCER","kidney","KIRC","RCCER_KIDNEY","ACH-002188"
"1467","RCCFG2","kidney","KIRC","RCCFG2_KIDNEY","ACH-002189"
"1468","RCCJF","kidney","KIRC","RCCJF_KIDNEY","ACH-002190"
"1469","RCCJW","kidney","KIRC","RCCJW_KIDNEY","ACH-002191"
"1470","RCCMF","kidney","KIRC","RCCMF_KIDNEY","ACH-002192"
"1471","RERFLCFM","lung","SCLC","RERFLCFM_LUNG","ACH-002193"
"1472","RH1","bone","SARC","RH1_BONE","ACH-002194"
"1473","RXF393","kidney","KIRC","RXF393_KIDNEY","ACH-002195"
"1474","SBC1","lung","SCLC","SBC1_LUNG","ACH-002196"
"1475","SBC3","lung","SCLC","SBC3_LUNG","ACH-002197"
"1476","SCH","stomach","STAD","SCH_STOMACH","ACH-002198"
"1477","SN12C","kidney","KIRC","SN12C_KIDNEY","ACH-002199"
"1478","SW962","vulva","CESC","SW962_VULVA","ACH-002200"
"1479","TCYIK","cervix","CESC","TCYIK_CERVIX","ACH-002201"
"1480","TMK1","stomach","STAD","TMK1_STOMACH","ACH-002202"
"1481","U031","kidney","KIRC","U031_KIDNEY","ACH-002203"
"1482","WM1552C","skin","SKCM","WM1552C_SKIN","ACH-002205"
"1483","WM278","skin","SKCM","WM278_SKIN","ACH-002206"
"1484","WM35","skin","SKCM","WM35_SKIN","ACH-002207"
"1485","YMB1E","breast","BRCA","YMB1E_BREAST","ACH-002208"
"1486","ALLPO","haematopoietic_and_lymphoid_tissue","ALL","ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002209"
"1487","ARH77","haematopoietic_and_lymphoid_tissue","MM","ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002210"
"1488","BALL1","haematopoietic_and_lymphoid_tissue","ALL","BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002211"
"1489","BB30HNC","upper_aerodigestive_tract","HNSC","BB30HNC_UPPER_AERODIGESTIVE_TRACT","ACH-002212"
"1490","BB49HNC","upper_aerodigestive_tract","HNSC","BB49HNC_UPPER_AERODIGESTIVE_TRACT","ACH-002213"
"1491","BC1","haematopoietic_and_lymphoid_tissue","DLBC","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002214"
"1492","BC3","haematopoietic_and_lymphoid_tissue","DLBC","BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002215"
"1493","BE13","haematopoietic_and_lymphoid_tissue","ALL","BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002216"
"1494","BE2M17","autonomic_ganglia","NB","BE2M17_AUTONOMIC_GANGLIA","ACH-002217"
"1495","CESS","haematopoietic_and_lymphoid_tissue","LAML","CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002218"
"1496","COLO320HSR","large_intestine","COADREAD","COLO320HSR_LARGE_INTESTINE","ACH-002219"
"1497","CROAP2","haematopoietic_and_lymphoid_tissue","DLBC","CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002220"
"1498","CTB1","haematopoietic_and_lymphoid_tissue","DLBC","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002221"
"1499","CTV1","haematopoietic_and_lymphoid_tissue","LAML","CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002222"
"1500","D245MG","central_nervous_system","GBMLGG","D245MG_CENTRAL_NERVOUS_SYSTEM","ACH-002223"
"1501","D247MG","central_nervous_system","GBMLGG","D247MG_CENTRAL_NERVOUS_SYSTEM","ACH-002224"
"1502","D263MG","central_nervous_system","GBMLGG","D263MG_CENTRAL_NERVOUS_SYSTEM","ACH-002225"
"1503","D336MG","central_nervous_system","GBMLGG","D336MG_CENTRAL_NERVOUS_SYSTEM","ACH-002226"
"1504","D392MG","central_nervous_system","GBMLGG","D392MG_CENTRAL_NERVOUS_SYSTEM","ACH-002227"
"1505","D423MG","central_nervous_system","GBMLGG","D423MG_CENTRAL_NERVOUS_SYSTEM","ACH-002228"
"1506","D502MG","central_nervous_system","GBMLGG","D502MG_CENTRAL_NERVOUS_SYSTEM","ACH-002229"
"1507","D542MG","central_nervous_system","GBMLGG","D542MG_CENTRAL_NERVOUS_SYSTEM","ACH-002230"
"1508","D566MG","central_nervous_system","GBMLGG","D566MG_CENTRAL_NERVOUS_SYSTEM","ACH-002231"
"1509","DG75","haematopoietic_and_lymphoid_tissue","DLBC","DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002232"
"1510","DIFI","large_intestine","COADREAD","DIFI_LARGE_INTESTINE","ACH-002233"
"1511","DOK","upper_aerodigestive_tract","HNSC","DOK_UPPER_AERODIGESTIVE_TRACT","ACH-002234"
"1512","DSH1","urinary_tract","BLCA","DSH1_URINARY_TRACT","ACH-002235"
"1513","EB3","haematopoietic_and_lymphoid_tissue","DLBC","EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002236"
"1514","ETK1","biliary_tract","CHOL","ETK1_BILIARY_TRACT","ACH-002237"
"1515","GRST","haematopoietic_and_lymphoid_tissue","ALL","GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002238"
"1516","H3118","upper_aerodigestive_tract","HNSC","H3118_UPPER_AERODIGESTIVE_TRACT","ACH-002239"
"1517","H9","haematopoietic_and_lymphoid_tissue",NA,"H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002240"
"1518","HAL01","haematopoietic_and_lymphoid_tissue","ALL","HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002241"
