cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
Hs 675.T	CVCL_0836	['Hs675T', '675T']	HS675T_LARGE_INTESTINE		C2955	colorectal carcinoma	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000214
Hs 698.T	CVCL_0855	['']	HS698T_LARGE_INTESTINE		C2955	colorectal carcinoma	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000850
Ci-1	CVCL_1861	['CI-1']	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-000687
MC116	CVCL_1399	['MC-116', 'MC116']	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907799	C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-000583
MHH-PREB-1	CVCL_1413	['MHHPREB1']	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908136	C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-002272
SCC-3	CVCL_1683	['SCC3']	SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910930	C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-001642
SU-DHL-16	CVCL_1890	['SUDHL16', 'SUDHL-16', 'StanfordUniversity-DiffuseHistiocyticLymphoma-16', 'DHL-16']	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331034	C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-002307
TK [Human B-cell lymphoma]	CVCL_3216	['Tk']	TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331045	C3457	interstitial emphysema	DOID:10030	[u'DOID:10030', u'DOID:9675', u'DOID:3083', u'DOID:2320', u'DOID:850', u'DOID:0050161', u'DOID:1579', u'DOID:7', u'DOID:4']	ACH-002313
22Rv1	CVCL_1045	['22RV1', '22Rv-1', '22rV1', 'CWR22-Rv1', 'CWR22R-V1', 'CWR22-R1', 'CWR22Rv1', 'CWR22R']	22RV1_PROSTATE	924100	C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000956
DU145	CVCL_0105	['DU-145', 'Du-145', 'DU145', 'DU_145', 'DukeUniversity145']	DU145_PROSTATE	905935	C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000979
LNCaP clone FGC	CVCL_1379	['LNCaP-Clone-FGC', 'LNCaP.FGC', 'LNCaP-FGC', 'LNCaPFGC', 'LNCaP-ATCC']	LNCAPCLONEFGC_PROSTATE	907788	C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000977
MDA-PCa-2b	CVCL_4748	['MDAPCa2b', 'MDAPCa-2b', 'MDAPC2B', 'MDA2B', 'M.D.Anderson-ProstateCancer-2b']	MDAPCA2B_PROSTATE		C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000952
PC-3	CVCL_0035	['PC3', 'PC.3']	PC3_PROSTATE	905934	C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000090
VCaP	CVCL_2235	['VCAP', 'Vcap', 'VertebralCanceroftheProstate']	VCAP_PROSTATE	1299075	C4863	prostate carcinoma	DOID:10286	[u'DOID:10286', u'DOID:10283', u'DOID:3856', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000115
MEC-1	CVCL_1870	['MEC1']	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3163	chronic lymphocytic leukemia	DOID:1040	[u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000405
MEC-2	CVCL_1871	['MEC2']	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3163	chronic lymphocytic leukemia	DOID:1040	[u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001121
AZ-521	CVCL_2862	['AZ521', 'AZ521']	AZ521_STOMACH		C7889	duodenum adenocarcinoma	DOID:10816	[u'DOID:10816', u'DOID:10021', u'DOID:10154', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001015
HuTu 80	CVCL_1301	['HUTU80', 'Hutu80', 'HuTu-80', 'HUTU-80', 'Hutu-80', 'HUTU80', 'HuTu80', 'Hutu80']	HUTU80_SMALL_INTESTINE	907073	C7889	duodenum adenocarcinoma	DOID:10816	[u'DOID:10816', u'DOID:10021', u'DOID:10154', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000538
HH [Human lymphoma]	CVCL_1280	['']	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907056	C3467	sickle cell anemia	DOID:10923	[u'DOID:10923', u'DOID:0050737', u'DOID:0050739', u'DOID:0050177', u'DOID:630', u'DOID:4']	ACH-000061
MJ	CVCL_1414	['G11']	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3467	sickle cell anemia	DOID:10923	[u'DOID:10923', u'DOID:0050737', u'DOID:0050739', u'DOID:0050177', u'DOID:630', u'DOID:4']	ACH-000077
HT-1197	CVCL_1291	['HT1197', 'HT1197', 'HT1197.T']	HT1197_URINARY_TRACT	907065	C7899	bladder cancer	DOID:11054	[DOID:11054, DOID:3996, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000547
G-402	CVCL_1221	['G402']	G402_SOFT_TISSUE	907298	C3486	onchocerciasis	DOID:11678	[u'DOID:11678', u'DOID:1080', u'DOID:883', u'DOID:1398', u'DOID:0050117', u'DOID:4']	ACH-000375
Detroit 562	CVCL_1171	['DETROIT562', 'Detroit-562', 'Detroit562', 'DETROIT562', 'Det562', 'Det.562', 'D562']	DETROIT562_UPPER_AERODIGESTIVE_TRACT	906837	C102872	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000207
BICR 22	CVCL_2310	['BICR-22', 'BICR22', 'BICR-22M', 'BeatsonInstituteforCancerResearch22']	BICR22_UPPER_AERODIGESTIVE_TRACT	1240121	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000794
BICR 31	CVCL_2312	['BICR-31', 'BICR31', 'BeatsonInstituteforCancerResearch31']	BICR31_UPPER_AERODIGESTIVE_TRACT	1290725	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000228
CAL-27	CVCL_1107	['Cal-27', 'CAL27', 'Cal27', 'CAL27', 'Cal27', 'CentreAntoineLacassagne-27']	CAL27_UPPER_AERODIGESTIVE_TRACT	910916	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000832
CAL-33	CVCL_1108	['Cal-33', 'CAL33', 'CAL33', 'CentreAntoineLacassagne-33']	CAL33_UPPER_AERODIGESTIVE_TRACT	753541	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000518
HSC-3	CVCL_1288	['HSC3', 'HSC3']	HSC3_UPPER_AERODIGESTIVE_TRACT	907061	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000778
HSC-4	CVCL_1289	['HSC4']	HSC4_UPPER_AERODIGESTIVE_TRACT	907062	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000546
PE/CA-PJ15	CVCL_2678	['PE-CA-PJ15', 'PE/CAPJ15', 'PE/CA-PJ-15', 'PE_CA-PJ15', 'PECAPJ15', 'PECAPJ15']	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	1240207	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000619
SCC-15	CVCL_1681	['SCC15', 'SCC15']	SCC15_UPPER_AERODIGESTIVE_TRACT	910911	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000254
SCC-25	CVCL_1682	['SCC25', 'SCC25', 'hSCC-25']	SCC25_UPPER_AERODIGESTIVE_TRACT	910701	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000188
SCC-4	CVCL_1684	['SCC4', 'SCC4']	SCC4_UPPER_AERODIGESTIVE_TRACT	910904	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000238
SCC-9	CVCL_1685	['SCC9', 'SCC9']	SCC9_UPPER_AERODIGESTIVE_TRACT	909709	C4648	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000181
HN	CVCL_1283	['']	HN_UPPER_AERODIGESTIVE_TRACT	907059	C4833	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001090
HSC-2	CVCL_1287	['HSC2']	HSC2_UPPER_AERODIGESTIVE_TRACT	753562	C4833	head and neck cancer	DOID:11934	[DOID:11934, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000472
EoL-1	CVCL_0258	['EOL-1', 'EOL1', 'EoL-1-cell', 'EoL-1cell', 'AML-EOL-1']	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906856	C4563	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000198
JVM-3	CVCL_1320	['JVM3']	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907270	C4753	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000346
HEL	CVCL_0001	['Hel', 'GM06141', 'HumanErythroLeukemia']	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907053	C7152	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000004
EM-2	CVCL_1196	['EM2']	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906855	C7320	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000295
697	CVCL_0079	['Line697', 'EU-3', 'EmoryUniversity-3']	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906800	C80347	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000070
RCH-ACV	CVCL_1851	['RCHACV', 'RCH']	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330994	C80347	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000922
JM-1	CVCL_3532	['JM1']	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327768	C8644	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000151
GDM-1	CVCL_1230	['GDM1']	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906870	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000081
HL-60	CVCL_0002	['HL60', 'HL60']	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	905938	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000002
KG-1	CVCL_0374	['KG1']	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907278	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000386
ME-1 [Human leukemia]	CVCL_2110	['ME1']	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330942	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000439
MOLM-13	CVCL_2119	['MOLM13', 'Molm13', 'Molm13']	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330947	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000362
MOLM-16	CVCL_2120	['MOLM16']	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330948	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000369
OCI-AML2	CVCL_1619	['OCIAML2', 'OCI-AML-2', 'OCI/AML-2', 'OCI/AML2', 'OCIAML2', 'AML-2']	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910947	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUEC9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000113
OCI-AML3	CVCL_1844	['OCIAML3', 'OCI-AML-3', 'OCI/AML-3', 'OCI/AML3', 'OCIAML3']	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1290455	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000336
OCI-AML5	CVCL_1620	['OCIAML5', 'OCI-AML-5', 'OCI/AML-5', 'OCIAML5']	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330983	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000065
OCI-M1	CVCL_2149	['OCIM1', 'OCIM1']	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330985	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000751
SIG-M5	CVCL_1694	['SigM5', 'SIGM5']	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909715	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000112
SKM-1	CVCL_0098	['SKM1']	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909722	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000373
P31/FUJ	CVCL_1632	['P31-FUJ', 'P31FUJ', 'P31FUJ', 'P31/Fujioka']	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909253	C9160	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000770
MV4-11	CVCL_0064	['MV-4-11', 'MV-4:11', 'MV4:11', 'MV4', '11', 'MV4', '11', 'MV411', 'MV4II']	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908156	C9163	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000045
THP-1	CVCL_0006	['THP1', 'THP1', 'THPI', 'THP-1(ATCC)', 'TohokuHospitalPediatrics-1']	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909771	C9163	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000146
Kasumi-1	CVCL_0589	['KASUMI-1', 'Kasumi1', 'KASUMI1', 'Kasumi1']	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907275	C9381	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000263
BICR 6	CVCL_2314	['BICR-6', 'BICR6', 'BeatsonInstituteforCancerResearch6']	BICR6_UPPER_AERODIGESTIVE_TRACT		C4043	potter's syndrome	DOID:12594	[u'DOID:12594', u'DOID:14766', u'DOID:557', u'DOID:18', u'DOID:7', u'DOID:4']	ACH-000415
FaDu	CVCL_1218	['FADU']	FADU_UPPER_AERODIGESTIVE_TRACT	906863	C4043	potter's syndrome	DOID:12594	[u'DOID:12594', u'DOID:14766', u'DOID:557', u'DOID:18', u'DOID:7', u'DOID:4']	ACH-000846
SNU-1041	CVCL_L085	['SNU1041', 'SNU1041']	SNU1041_UPPER_AERODIGESTIVE_TRACT		C4043	potter's syndrome	DOID:12594	[u'DOID:12594', u'DOID:14766', u'DOID:557', u'DOID:18', u'DOID:7', u'DOID:4']	ACH-000618
UD-SCC-2	CVCL_E325	['UD-SCC2', 'UD-SCC2', 'UDSCC2']		1299073	C4043	potter's syndrome	DOID:12594	[u'DOID:12594', u'DOID:14766', u'DOID:557', u'DOID:18', u'DOID:7', u'DOID:4']	
SW962	CVCL_1733	['SW-962', 'SW962']	SW962_VULVA	909758	C4866	vulva carcinoma	DOID:1294	[u'DOID:1294', u'DOID:1245', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002200
WIL2 NS	CVCL_2761	['WIL2-NS', 'WIL-2NS', 'WIL-2-NS', 'WI-L2NS']	WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331049	C97074	hereditary spherocytosis	DOID:12971	[u'DOID:12971', u'DOID:589', u'DOID:583', u'DOID:720', u'DOID:2355', u'DOID:74', u'DOID:7', u'DOID:4']	ACH-002316
ESO-26	CVCL_2035	['ESO26']	ESO26_OESOPHAGUS	1503366	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001496
ESO-51	CVCL_2036	['ESO51']	ESO51_OESOPHAGUS	1503367	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001497
FLO-1	CVCL_2045	['Flo-1', 'FLO']	FLO1_OESOPHAGUS	1503361	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001500
KYAE-1	CVCL_1825	['KYAE']	KYAE1_OESOPHAGUS	1503368	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001544
OACM5.1 C	CVCL_1842	['OAC-M5.1C', 'OAC-M5.1', 'OACM5-1', 'OACM5.1', 'OACM5_1']	OACM51_OESOPHAGUS	1503363	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001368
OACP4 C	CVCL_1843	['OAC-P4C', 'OACP4C', 'OACp4C']	OACP4C_ESOPHAGUS	1503362	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002292
OE19	CVCL_1622	['OE-19', 'JROECL19', 'JROECL19', 'OEC19']	OE19_OESOPHAGUS	910079	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000679
SK-GT-4	CVCL_2195	['SKGT4']	SKGT4_OESOPHAGUS	1503365	C4025	vaginal mullerian papilloma	DOID:133	[u'DOID:133', u'DOID:134', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001654
COLO 680N	CVCL_1131	['COLO-680N']	COLO680N_OESOPHAGUS	906817	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000717
EC-GI-10	CVCL_1187	['ECGI10', 'EC-GI']	ECGI10_OESOPHAGUS	753555	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000305
HCE-4	CVCL_1271	['HCE4']	HCE4_ESOPHAGUS	753559	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002243
KYSE-140	CVCL_1347	['KYSE140', 'Kyse-140', 'KYSE140']	KYSE140_OESOPHAGUS	753573	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000823
KYSE-150	CVCL_1348	['KYSE150', 'KYSE150', 'KY150']	KYSE150_OESOPHAGUS	907317	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000855
KYSE-180	CVCL_1349	['KYSE180', 'KYSE180', 'KY180']	KYSE180_OESOPHAGUS	907318	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000693
KYSE-220	CVCL_1359	['KYSE220', 'KYSE220', 'KY-220']	KYSE220_ESOPHAGUS	1240167	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002263
KYSE-270	CVCL_1350	['KYSE270', 'KYSE270', 'KY-270']	KYSE270_OESOPHAGUS	907319	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000873
KYSE-30	CVCL_1351	['KYSE30', 'KYSE30', 'KYSE0030']	KYSE30_OESOPHAGUS		C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000777
KYSE-410	CVCL_1352	['KYSE410', 'KYSE410', 'KYSE0410']	KYSE410_OESOPHAGUS	753574	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000809
KYSE-450	CVCL_1353	['KYSE450', 'KYSE450']	KYSE450_OESOPHAGUS	907320	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000865
KYSE-50	CVCL_1360	['KYSE50', 'KYSE50', 'KY-50']	KYSE50_ESOPHAGUS	1298222	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002264
KYSE-510	CVCL_1354	['KYSE510', 'Kyse-510', 'KYSE510']	KYSE510_OESOPHAGUS	907321	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000824
KYSE-520	CVCL_1355	['KYSE520', 'KYSE520', 'KYSE0520']	KYSE520_OESOPHAGUS	753575	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000637
KYSE-70	CVCL_1356	['KYSE70', 'KYSE70', 'KY70']	KYSE70_OESOPHAGUS	753576	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000784
OE21	CVCL_2661	['OE-21', 'JROECL21', 'JROECL21']	OE21_OESOPHAGUS	1298359	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000544
T.T	CVCL_3174	['T-T', 'T_T_', 'T.T', 'tdott']	TT_OESOPHAGUS	1299064	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000561
TE-1	CVCL_1759	['TE1']	TE1_OESOPHAGUS	753621	C4024	vaginal squamous tumor	DOID:138	[u'DOID:138', u'DOID:119', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000647
