	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
87	HCC1954	CVCL_1259	['HCC-1954']	HCC1954_BREAST	749709	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000859	
88	HCC202	CVCL_2062	['HCC-202', 'HCC0202']	HCC202_BREAST	1290906	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000725	
89	HCC2157	CVCL_1261	['']	HCC2157_BREAST	749715	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000691	
90	HCC2218	CVCL_1263	['HCC-2218']	HCC2218_BREAST	749716	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000755	
91	HCC38	CVCL_1267	['Hcc38', 'HCC-38', 'HCC38', 'HCC0038']	HCC38_BREAST	749717	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000276	
92	HCC70	CVCL_1270	['HCC-70', 'HCC70', 'HCC0070']	HCC70_BREAST	907048	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000668	
93	JIMT-1	CVCL_2077	['JIMT1', 'JIMT']	JIMT1_BREAST	1298157	C4017	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', 'DOID:3007', 'DOID:3459', 'DOID:1612', 'DOID:5093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000711	
94	ESO-26	CVCL_2035	['ESO26']	ESO26_OESOPHAGUS	1503366	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001496	
95	ESO-51	CVCL_2036	['ESO51']	ESO51_OESOPHAGUS	1503367	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001497	
96	FLO-1	CVCL_2045	['Flo-1', 'FLO']	FLO1_OESOPHAGUS	1503361	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001500	
97	KYAE-1	CVCL_1825	['KYAE']	KYAE1_OESOPHAGUS	1503368	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001544	
98	OACM5.1 C	CVCL_1842	['OAC-M5.1C', 'OAC-M5.1', 'OACM5-1', 'OACM5.1', 'OACM5_1']	OACM51_OESOPHAGUS	1503363	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001368	
99	OACP4 C	CVCL_1843	['OAC-P4C', 'OACP4C', 'OACp4C']	OACP4C_ESOPHAGUS	1503362	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002292	
100	OE19	CVCL_1622	['OE-19', 'JROECL19', 'JROECL19', 'OEC19']	OE19_OESOPHAGUS	910079	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000679	
101	SK-GT-4	CVCL_2195	['SKGT4']	SKGT4_OESOPHAGUS	1503365	C4025	esophagus adenocarcinoma	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001654	
102	COLO 680N	CVCL_1131	['COLO-680N']	COLO680N_OESOPHAGUS	906817	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000717	
103	EC-GI-10	CVCL_1187	['ECGI10', 'EC-GI']	ECGI10_OESOPHAGUS	753555	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000305	
104	HCE-4	CVCL_1271	['HCE4']	HCE4_ESOPHAGUS	753559	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002243	
105	KYSE-140	CVCL_1347	['KYSE140', 'Kyse-140', 'KYSE140']	KYSE140_OESOPHAGUS	753573	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000823	
106	KYSE-150	CVCL_1348	['KYSE150', 'KYSE150', 'KY150']	KYSE150_OESOPHAGUS	907317	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000855	
107	KYSE-180	CVCL_1349	['KYSE180', 'KYSE180', 'KY180']	KYSE180_OESOPHAGUS	907318	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000693	
108	KYSE-220	CVCL_1359	['KYSE220', 'KYSE220', 'KY-220']	KYSE220_ESOPHAGUS	1240167	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002263	
109	KYSE-270	CVCL_1350	['KYSE270', 'KYSE270', 'KY-270']	KYSE270_OESOPHAGUS	907319	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000873	
110	KYSE-30	CVCL_1351	['KYSE30', 'KYSE30', 'KYSE0030']	KYSE30_OESOPHAGUS		C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000777	
111	KYSE-410	CVCL_1352	['KYSE410', 'KYSE410', 'KYSE0410']	KYSE410_OESOPHAGUS	753574	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000809	
112	KYSE-450	CVCL_1353	['KYSE450', 'KYSE450']	KYSE450_OESOPHAGUS	907320	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000865	
113	KYSE-50	CVCL_1360	['KYSE50', 'KYSE50', 'KY-50']	KYSE50_ESOPHAGUS	1298222	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002264	
114	KYSE-510	CVCL_1354	['KYSE510', 'Kyse-510', 'KYSE510']	KYSE510_OESOPHAGUS	907321	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000824	
115	KYSE-520	CVCL_1355	['KYSE520', 'KYSE520', 'KYSE0520']	KYSE520_OESOPHAGUS	753575	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000637	
116	KYSE-70	CVCL_1356	['KYSE70', 'KYSE70', 'KY70']	KYSE70_OESOPHAGUS	753576	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000784	
117	OE21	CVCL_2661	['OE-21', 'JROECL21', 'JROECL21']	OE21_OESOPHAGUS	1298359	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000544	
118	T.T	CVCL_3174	['T-T', 'T_T_', 'T.T', 'tdott']	TT_OESOPHAGUS	1299064	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000561	
119	TE-1	CVCL_1759	['TE1']	TE1_OESOPHAGUS	753621	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000647	
120	TE-10	CVCL_1760	['TE10']	TE10_OESOPHAGUS	753622	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000318	
121	TE-11	CVCL_1761	['TE11', 'Te11']	TE11_OESOPHAGUS	946354	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000488	
122	TE-12	CVCL_1762	['TE12']	TE12_ESOPHAGUS	946356	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002311	
123	TE-14	CVCL_3336	['TE14']	TE14_OESOPHAGUS		C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000726	
124	TE-15	CVCL_1763	['TE15', 'Te15']	TE15_OESOPHAGUS	753614	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000353	
125	TE-4	CVCL_3337	['TE4']	TE4_OESOPHAGUS	1503371	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000917	
126	TE-5	CVCL_1764	['TE5']	TE5_OESOPHAGUS	735784	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000408	
127	TE-6	CVCL_1765	['TE6']	TE6_OESOPHAGUS	946355	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000605	
128	TE-8	CVCL_1766	['TE8']	TE8_OESOPHAGUS	753623	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000452	
129	TE-9	CVCL_1767	['TE9', 'Te9']	TE9_OESOPHAGUS	946353	C4024	esophagus squamous cell carcinoma	DOID:3748	[u'DOID:3748', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000694	
130	A-431	CVCL_0037	['A431', 'A431/P']	A431_SKIN	910925	C4052	vulva squamous cell carcinoma	DOID:2101	[u'DOID:2101', u'DOID:1294', u'DOID:1245', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001328	
131	GAK	CVCL_1225	['']	GAK_SKIN	910932	C40329	vulvar melanoma	DOID:2093	[u'DOID:2093', u'DOID:1245', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002120	
132	SCaBER	CVCL_3599	['SCABER', 'Scaber']	SCABER_URINARY_TRACT	1299051	C4031	bladder squamous cell carcinoma	DOID:3742	[u'DOID:3742', 'DOID:4007', 'DOID:11054', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000839	
133	HCC1806	CVCL_1258	['Hcc1806', 'HCC-1806']	HCC1806_BREAST	907047	C40359	acantholytic variant squamous cell breast carcinoma	DOID:7459	[u'DOID:7459', u'DOID:5514', u'DOID:4680', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000624	
134	BDCM	CVCL_4613	['B-cellwithDCMorphology']	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3171	acute myeloid leukemia	DOID:9119	[u'DOID:9119', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000080	
135	CESS	CVCL_0209	['Cess']	CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910688	C3171	acute myeloid leukemia	DOID:9119	[u'DOID:9119', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002218	
136	PL-21	CVCL_2161	['PL21']	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330991	C3171	acute myeloid leukemia	DOID:9119	[u'DOID:9119', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000218	
137	QIMR-WIL	CVCL_1645	['WIL']	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910545	C3171	acute myeloid leukemia	DOID:9119	[u'DOID:9119', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002299	
138	KY821	CVCL_1346	['KY-821']	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907300	C7463	acute myelomonocytic leukemia	DOID:8864	[DOID:8864, DOID:8527, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002262	
139	NB4	CVCL_0005	['NB-4', 'NB.4']	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1323913	C3182	acute promyelocytic leukemia	DOID:0060318	[u'DOID:0060318', u'DOID:9119', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000294	
140	HCC1195	CVCL_5127	['HCC-1195']	HCC1195_LUNG		C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000868	
141	HCC2279	CVCL_5131	['HCC-2279']	HCC2279_LUNG		C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000731	
142	HCC366	CVCL_2059	['HCC-366', 'HCC0366']	HCC366_LUNG	1240144	C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000840	
143	NCI-H513	CVCL_A570	['H513', 'H-513', 'HUT513']	H513_LUNG	1240141	C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002138	
144	NCI-H596	CVCL_1571	['H596', 'H-596', 'NCI-HUT-596', 'NCIH596']	NCIH596_LUNG	908459	C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000628	
145	NCI-H647	CVCL_1574	['H647', 'H-647', 'H647ell', 'NCIH647']	NCIH647_LUNG	1240191	C9133	adenosquamous cell lung carcinoma	DOID:4829	[u'DOID:4829', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000378	
146	KP-3	CVCL_3005	['KP3']	KP3_PANCREAS	1298219	C5721	adenosquamous pancreas carcinoma	DOID:5637	[u'DOID:5637', u'DOID:3498', u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000108	
147	L3.3	CVCL_8147	['L33']	L33_PANCREAS		C5721	adenosquamous pancreas carcinoma	DOID:5637	[u'DOID:5637', u'DOID:3498', u'DOID:4074', u'DOID:4905', u'DOID:1793', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000685	
148	NH-6	CVCL_1606	['NH6']	NH6_AUTONOMIC_GANGLIA		C4827	adrenal neuroblastoma	DOID:5718	[u'DOID:5718', u'DOID:3953', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000203	
149	SiMa	CVCL_1695	['SIMA']	SIMA_AUTONOMIC_GANGLIA	753620	C4827	adrenal neuroblastoma	DOID:5718	[u'DOID:5718', u'DOID:3953', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000099	
150	TGW	CVCL_1771	['TOG', 'TGW-nu', 'TGW-I-nu', 'TGW-nu-1']	TGW_AUTONOMIC_GANGLIA	910780	C4827	adrenal neuroblastoma	DOID:5718	[u'DOID:5718', u'DOID:3953', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001674	
151	SW13	CVCL_0542	['SW-13', 'SW13', 'ScottandWhiteNo.13']	SW13_ADRENAL_CORTEX	909744	C9325	adrenocortical carcinoma	DOID:3948	[u'DOID:3948', u'DOID:660', u'DOID:3953', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001401	
152	SET-2	CVCL_2187	['Set-2', 'Set2', 'SET2']	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659820	C7965	adult acute megakaryoblastic leukemia	DOID:8761	[DOID:8761, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000195	
153	UT-7	CVCL_2233	['UT7']	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7965	adult acute megakaryoblastic leukemia	DOID:8761	[DOID:8761, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001230	
154	Mono-Mac-1	CVCL_1425	['MONO-MAC-1', 'MonoMac1', 'Monomac-1', 'MonoMac1', 'MONOMAC1', 'MM1']	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8263	adult acute monocytic leukemia	DOID:0080149	[u'DOID:0080149', u'DOID:8864', u'DOID:8527', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001129	
155	Mono-Mac-6	CVCL_1426	['MONO-MAC-6', 'Mono-mac-6', 'MONO-MAC6', 'MonoMac6', 'MonoMac6', 'MonoMac6', 'MonoMac6', 'MONOMAC6', 'MM6']	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908148	C8263	adult acute monocytic leukemia	DOID:0080149	[u'DOID:0080149', u'DOID:8864', u'DOID:8527', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000006	
156	NOMO-1	CVCL_1609	['Nomo-1', 'NOMO1']	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908451	C8263	adult acute monocytic leukemia	DOID:0080149	[u'DOID:0080149', u'DOID:8864', u'DOID:8527', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000168	
157	TUR	CVCL_1775	['TPA-U937-resistant']	TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909773	C8263	adult acute monocytic leukemia	DOID:0080149	[u'DOID:0080149', u'DOID:8864', u'DOID:8527', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002314	
158	U-937	CVCL_0007	['U937', 'U937']	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C8263	adult acute monocytic leukemia	DOID:0080149	[u'DOID:0080149', u'DOID:8864', u'DOID:8527', u'DOID:8692', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000406	
159	Kasumi-6	CVCL_0614	['KASUMI-6', 'KASUMI6']	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000166	
160	KO52	CVCL_1321	['K052']	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330932	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000498	
161	MC-1010	CVCL_1396	['MC1010 ']	MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907798	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002390	
162	ML-2	CVCL_1418	['ML2']	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908141	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002273	
163	MUTZ-3	CVCL_1433	['Mutz-3', 'MUTZ3', 'Mutz3']	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000084	
164	NKM-1	CVCL_1607	['NKM1']	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908448	C9154	adult acute myeloid leukemia	DOID:9119	[DOID:9119, DOID:8692, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002290	
165	KYM-1	CVCL_3007	['Kym-1', 'KYM1']	KYM1_SOFT_TISSUE	1240166	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000607	
166	Rh18	CVCL_1659	['RH18', 'RH-18', 'Rh-18', 'SJRH-18', 'SJRH18']	RH18_SOFT_TISSUE	971774	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000689	
167	Rh30	CVCL_0041	['RH30', 'RH-30', 'Rh-30', 'RH30SJ', 'SJRH-30', 'SJRH30', 'SJ-RH30', 'SJ-Rh30', 'SJRH30', 'SJCRH30', 'RC13', 'RMS13', 'RMS13',’RMS13_SOFT_TISSUE ‘,’SJRH30_SOFT_TISSUE ‘]	RH30_SOFT_TISSUE	909716	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000833	[‘ACH-001189’,’ACH-001741’]
168	Rh41	CVCL_2176	['RH41', 'RH-41', 'Rh-41']	RH41_SOFT_TISSUE	1240210	C3749	alveolar rhabdomyosarcoma	DOID:4051	[u'DOID:4051', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000100	
169	A-375	CVCL_0132	['A375', 'A375', 'A375-MEL', 'A375-mel', 'A375mel']	A375_SKIN	906793	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000219	
170	A2058	CVCL_1059	['A2058', 'A-2058']	A2058_SKIN	906792	C3802	amelanotic melanoma	DOID:4359	[u'DOID:4359', u'DOID:1909', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000788	
